id,abusive,offensive_aggregated,target_aggregated,abusive_offensive_not,offense_a1,offense_a2,offense_a3,offense_a4,target_a1,target_a2,target_a3,target_a4
1266243869991043072,NOT,IMPLICIT,OTHER,OFFENSIVE,IMPLICIT,NOT,NOT,IMPLICIT,OTHER,NOT,NOT,OTHER
1002550668815724544,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1123490953879281664,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
664580634816471040,NOT,EXPLICIT,NOT,OFFENSIVE,EXPLICIT,EXPLICIT,EXPLICIT,EXPLICIT,NOT,NOT,OTHER,NOT
1002598096944156672,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1266458018042064900,NOT,IMPLICIT,INDIVIDUAL,OFFENSIVE,IMPLICIT,NOT,NOT,IMPLICIT,INDIVIDUAL,NOT,NOT,INDIVIDUAL
1002605894071439362,EXPLICIT,EXPLICIT,INDIVIDUAL,ABUSIVE,,,,,,,,
665316746069315584,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1002608127857053699,NOT,NOT,,NOT,NOT,NOT,NOT,IMPLICIT,NOT,NOT,NOT,NOT
1123494973322813442,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1123496732711636992,NOT,IMPLICIT,INDIVIDUAL,OFFENSIVE,IMPLICIT,NOT,NOT,IMPLICIT,INDIVIDUAL,NOT,NOT,NOT
1266211911319912448,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1266285029753159681,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
664610581333336064,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1123492937273413634,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
664603334347776000,NOT,EXPLICIT,OTHER,OFFENSIVE,EXPLICIT,NOT,EXPLICIT,NOT,NOT,NOT,OTHER,NOT
1123483402454339585,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1266321303402938368,NOT,IMPLICIT,INDIVIDUAL,OFFENSIVE,IMPLICIT,NOT,IMPLICIT,IMPLICIT,INDIVIDUAL,NOT,INDIVIDUAL,INDIVIDUAL
1123483254454140929,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1266226274030153728,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1266143827359870976,NOT,EXPLICIT,NOT,OFFENSIVE,EXPLICIT,EXPLICIT,EXPLICIT,EXPLICIT,NOT,NOT,NOT,NOT
664671230742654976,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1002606650975555584,NOT,EXPLICIT,NOT,OFFENSIVE,EXPLICIT,EXPLICIT,EXPLICIT,EXPLICIT,NOT,NOT,NOT,GROUP
1266225290877063168,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1002596073561640962,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
664580024914345984,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1266355304448622594,IMPLICIT,IMPLICIT,INDIVIDUAL,ABUSIVE,,,,,,,,
1002610388809277441,IMPLICIT,IMPLICIT,GROUP,ABUSIVE,IMPLICIT,IMPLICIT,EXPLICIT,IMPLICIT,GROUP,OTHER,NOT,NOT
1267241863918075905,NOT,NOT,,NOT,IMPLICIT,NOT,NOT,NOT,GROUP,NOT,NOT,NOT
838893923670044672,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1002606278525505536,NOT,IMPLICIT,GROUP,OFFENSIVE,NOT,IMPLICIT,NOT,IMPLICIT,NOT,GROUP,NOT,GROUP
839000383062224896,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
664616204305367040,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1266242707678089216,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1266245446919286784,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1267633729159204867,EXPLICIT,EXPLICIT,INDIVIDUAL,ABUSIVE,,,,,,,,
839006951505858560,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1267000274062905344,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1267679606519336962,IMPLICIT,IMPLICIT,INDIVIDUAL,ABUSIVE,,,,,,,,
664607351765204992,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1266486900824649729,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1123482197237862402,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1267828496304234496,EXPLICIT,EXPLICIT,INDIVIDUAL,ABUSIVE,,,,,,,,
1266385141959622657,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1123493678213935105,NOT,NOT,,NOT,NOT,NOT,NOT,IMPLICIT,NOT,NOT,NOT,NOT
1002604465415958528,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1002607967500488704,NOT,NOT,,NOT,NOT,NOT,NOT,EXPLICIT,NOT,NOT,NOT,GROUP
1002608740305113095,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1002608444216696832,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1266393028048171009,EXPLICIT,EXPLICIT,OTHER,ABUSIVE,,,,,,,,
1266176759797559296,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1266245565400023040,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1266335067506462723,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1267735916082352129,NOT,EXPLICIT,INDIVIDUAL,OFFENSIVE,EXPLICIT,EXPLICIT,EXPLICIT,EXPLICIT,INDIVIDUAL,INDIVIDUAL,INDIVIDUAL,INDIVIDUAL
1266660404551434241,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1002595892971569153,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1266715323455193089,NOT,IMPLICIT,INDIVIDUAL,OFFENSIVE,IMPLICIT,NOT,NOT,IMPLICIT,INDIVIDUAL,NOT,NOT,INDIVIDUAL
1266419846771806210,EXPLICIT,EXPLICIT,INDIVIDUAL,ABUSIVE,,,,,,,,
1002605715473739776,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1123490061738229760,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1123483943045685248,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1002598056225857537,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1267123292969762816,NOT,IMPLICIT,INDIVIDUAL,OFFENSIVE,NOT,NOT,EXPLICIT,IMPLICIT,NOT,NOT,INDIVIDUAL,INDIVIDUAL
1266468580478066688,NOT,EXPLICIT,INDIVIDUAL,OFFENSIVE,EXPLICIT,IMPLICIT,EXPLICIT,EXPLICIT,INDIVIDUAL,INDIVIDUAL,INDIVIDUAL,NOT
1123497211759820800,IMPLICIT,EXPLICIT,INDIVIDUAL,ABUSIVE,IMPLICIT,EXPLICIT,EXPLICIT,EXPLICIT,GROUP,INDIVIDUAL,INDIVIDUAL,OTHER
1266240090843435008,EXPLICIT,EXPLICIT,GROUP,ABUSIVE,,,,,,,,
1266361505445933056,IMPLICIT,IMPLICIT,GROUP,ABUSIVE,,,,,,,,
1266181458005114880,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1002607713048768512,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1002557016055930885,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
664692320038739968,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1266293886655197184,EXPLICIT,EXPLICIT,INDIVIDUAL,ABUSIVE,,,,,,,,
1266128049386504192,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1267431455107559432,NOT,NOT,,NOT,NOT,NOT,NOT,IMPLICIT,NOT,NOT,NOT,INDIVIDUAL
838896165823393792,IMPLICIT,IMPLICIT,INDIVIDUAL,ABUSIVE,,,,,,,,
1267481028945489926,IMPLICIT,IMPLICIT,GROUP,ABUSIVE,,,,,,,,
1002603690660913152,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1002608033380388865,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1123488507257860096,NOT,NOT,,NOT,NOT,NOT,NOT,IMPLICIT,NOT,NOT,NOT,GROUP
1266309917834649600,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
664668226438189056,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1123489751133249536,NOT,IMPLICIT,OTHER,OFFENSIVE,IMPLICIT,NOT,EXPLICIT,IMPLICIT,OTHER,NOT,NOT,OTHER
1266357684170829825,IMPLICIT,IMPLICIT,INDIVIDUAL,ABUSIVE,,,,,,,,
1266401460197212162,NOT,EXPLICIT,INDIVIDUAL,OFFENSIVE,EXPLICIT,EXPLICIT,EXPLICIT,IMPLICIT,INDIVIDUAL,INDIVIDUAL,INDIVIDUAL,INDIVIDUAL
666179452301410304,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1002605526507716608,NOT,NOT,,NOT,NOT,NOT,NOT,EXPLICIT,NOT,NOT,NOT,NOT
1267328298910171136,EXPLICIT,EXPLICIT,INDIVIDUAL,ABUSIVE,,,,,,,,
1266225856176742400,NOT,NOT,,NOT,NOT,NOT,NOT,IMPLICIT,NOT,NOT,NOT,OTHER
1266724051575332865,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1123482529258930177,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1267204175907164161,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1266144485085495296,IMPLICIT,IMPLICIT,INDIVIDUAL,ABUSIVE,,,,,,,,
1123489863662219264,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1266610364436930563,EXPLICIT,EXPLICIT,INDIVIDUAL,ABUSIVE,,,,,,,,
841663446080974848,EXPLICIT,EXPLICIT,INDIVIDUAL,ABUSIVE,,,,,,,,
1268596261747294209,NOT,EXPLICIT,OTHER,OFFENSIVE,EXPLICIT,IMPLICIT,EXPLICIT,IMPLICIT,OTHER,GROUP,OTHER,OTHER
1266190872258973696,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1266286951813931012,NOT,NOT,,NOT,NOT,IMPLICIT,NOT,NOT,NOT,INDIVIDUAL,NOT,NOT
842366550220890112,NOT,IMPLICIT,INDIVIDUAL,OFFENSIVE,IMPLICIT,NOT,NOT,IMPLICIT,INDIVIDUAL,NOT,NOT,INDIVIDUAL
1123496723652009984,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1002606498500042754,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
838894018700398592,NOT,NOT,,NOT,NOT,NOT,NOT,IMPLICIT,NOT,NOT,NOT,GROUP
838890619636445184,NOT,EXPLICIT,INDIVIDUAL,OFFENSIVE,NOT,NOT,EXPLICIT,EXPLICIT,NOT,NOT,INDIVIDUAL,INDIVIDUAL
1266141189872455680,NOT,IMPLICIT,NOT,OFFENSIVE,NOT,NOT,EXPLICIT,IMPLICIT,NOT,NOT,OTHER,OTHER
1123492865122947072,EXPLICIT,EXPLICIT,INDIVIDUAL,ABUSIVE,,,,,,,,
1002609384093028353,NOT,NOT,,NOT,NOT,NOT,NOT,IMPLICIT,NOT,NOT,NOT,GROUP
1267547643221245952,EXPLICIT,EXPLICIT,OTHER,ABUSIVE,,,,,,,,
1266432265300709377,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1123484698913718274,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1002606992115060737,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1266234988896251904,NOT,EXPLICIT,NOT,OFFENSIVE,EXPLICIT,EXPLICIT,EXPLICIT,EXPLICIT,NOT,NOT,NOT,NOT
1266826875797733376,NOT,EXPLICIT,INDIVIDUAL,OFFENSIVE,EXPLICIT,EXPLICIT,EXPLICIT,EXPLICIT,INDIVIDUAL,INDIVIDUAL,INDIVIDUAL,GROUP
1266165834013122560,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
838898401613869056,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1267474425642967041,IMPLICIT,IMPLICIT,INDIVIDUAL,ABUSIVE,,,,,,,,
1002596334602420226,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1266139187037732864,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1267154683585597442,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
665595581574811649,NOT,NOT,,NOT,NOT,NOT,NOT,IMPLICIT,NOT,NOT,NOT,INDIVIDUAL
1123496434685370368,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
838956228504059904,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
664711329618518016,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
667806809382514688,NOT,IMPLICIT,OTHER,OFFENSIVE,IMPLICIT,NOT,NOT,IMPLICIT,OTHER,NOT,NOT,OTHER
1266149660818882560,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1266804186441830401,EXPLICIT,EXPLICIT,INDIVIDUAL,ABUSIVE,,,,,,,,
1266892014064488451,EXPLICIT,EXPLICIT,GROUP,ABUSIVE,,,,,,,,
1123494523206885376,NOT,IMPLICIT,INDIVIDUAL,OFFENSIVE,IMPLICIT,NOT,IMPLICIT,NOT,INDIVIDUAL,NOT,INDIVIDUAL,NOT
1002608509635190786,NOT,NOT,,NOT,NOT,NOT,NOT,IMPLICIT,NOT,NOT,NOT,NOT
1002558973369729024,NOT,IMPLICIT,GROUP,OFFENSIVE,NOT,NOT,IMPLICIT,IMPLICIT,NOT,NOT,OTHER,GROUP
1266283137048342530,EXPLICIT,EXPLICIT,INDIVIDUAL,ABUSIVE,,,,,,,,
1266207646169866240,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
664706497264427008,NOT,IMPLICIT,OTHER,OFFENSIVE,IMPLICIT,NOT,NOT,IMPLICIT,GROUP,NOT,NOT,OTHER
838888162638225408,NOT,IMPLICIT,INDIVIDUAL,OFFENSIVE,NOT,NOT,IMPLICIT,IMPLICIT,NOT,NOT,INDIVIDUAL,INDIVIDUAL
1266149181414150144,NOT,IMPLICIT,GROUP,OFFENSIVE,IMPLICIT,NOT,IMPLICIT,IMPLICIT,OTHER,NOT,GROUP,GROUP
1266805818692943876,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1266183762712432646,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1266166403209613312,NOT,NOT,,NOT,EXPLICIT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1266852569856565255,NOT,EXPLICIT,INDIVIDUAL,OFFENSIVE,IMPLICIT,NOT,EXPLICIT,EXPLICIT,INDIVIDUAL,NOT,INDIVIDUAL,NOT
1267785951037751296,EXPLICIT,EXPLICIT,INDIVIDUAL,ABUSIVE,,,,,,,,
1266330767073972224,NOT,EXPLICIT,NOT,OFFENSIVE,EXPLICIT,NOT,EXPLICIT,EXPLICIT,NOT,NOT,NOT,NOT
1123495588904034304,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1065445925089366017,EXPLICIT,EXPLICIT,INDIVIDUAL,ABUSIVE,,,,,,,,
1002556832567656448,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1123488891967823872,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1002596333948162048,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1266676174832447494,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1002610633387446273,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1266136147891281920,NOT,EXPLICIT,INDIVIDUAL,OFFENSIVE,EXPLICIT,NOT,EXPLICIT,IMPLICIT,INDIVIDUAL,NOT,INDIVIDUAL,INDIVIDUAL
1266287305616052229,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1266138671910195200,NOT,NOT,,NOT,NOT,NOT,IMPLICIT,NOT,NOT,NOT,INDIVIDUAL,NOT
1266722900637335556,EXPLICIT,EXPLICIT,INDIVIDUAL,ABUSIVE,,,,,,,,
838946661728677888,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1267549322243182592,EXPLICIT,EXPLICIT,INDIVIDUAL,ABUSIVE,,,,,,,,
842114092328443904,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1266210570753257472,NOT,NOT,,NOT,NOT,NOT,IMPLICIT,NOT,NOT,NOT,GROUP,NOT
839004923832504320,EXPLICIT,EXPLICIT,INDIVIDUAL,ABUSIVE,,,,,,,,
1266128692197146624,NOT,EXPLICIT,INDIVIDUAL,OFFENSIVE,EXPLICIT,IMPLICIT,EXPLICIT,EXPLICIT,INDIVIDUAL,INDIVIDUAL,NOT,INDIVIDUAL
841009893003919361,EXPLICIT,EXPLICIT,INDIVIDUAL,ABUSIVE,,,,,,,,
1266627265317801984,NOT,IMPLICIT,OTHER,OFFENSIVE,NOT,NOT,IMPLICIT,IMPLICIT,NOT,NOT,OTHER,OTHER
1268649535674474496,EXPLICIT,EXPLICIT,INDIVIDUAL,ABUSIVE,,,,,,,,
664875868012068869,IMPLICIT,IMPLICIT,GROUP,ABUSIVE,,,,,,,,
1266803289439559681,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1266138579287359491,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1123492715977748481,NOT,IMPLICIT,NOT,OFFENSIVE,IMPLICIT,NOT,IMPLICIT,IMPLICIT,INDIVIDUAL,NOT,NOT,NOT
838887516665167872,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1002609586526982144,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1267728684187897861,NOT,EXPLICIT,INDIVIDUAL,OFFENSIVE,EXPLICIT,EXPLICIT,EXPLICIT,EXPLICIT,INDIVIDUAL,INDIVIDUAL,INDIVIDUAL,INDIVIDUAL
1123482188849266688,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1075153581660139520,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1002596027893940224,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1266138614142046208,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1123489255089741824,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1123483380308430848,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
839007151909715968,NOT,NOT,,NOT,NOT,NOT,NOT,EXPLICIT,NOT,NOT,NOT,OTHER
1267730630646906886,EXPLICIT,EXPLICIT,INDIVIDUAL,ABUSIVE,,,,,,,,
1002610512394379264,NOT,EXPLICIT,NOT,OFFENSIVE,EXPLICIT,NOT,EXPLICIT,EXPLICIT,GROUP,NOT,NOT,NOT
1267000194002030592,NOT,NOT,,NOT,NOT,NOT,NOT,IMPLICIT,NOT,NOT,NOT,GROUP
1266199448436256768,NOT,EXPLICIT,INDIVIDUAL,OFFENSIVE,NOT,NOT,EXPLICIT,EXPLICIT,NOT,NOT,INDIVIDUAL,INDIVIDUAL
1123496898537635842,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
839010752275091456,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1266310006049247232,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1123493815808032768,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
664776443608621056,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
841761828011147270,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1123487988971900929,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
842498899692703744,NOT,NOT,,NOT,NOT,NOT,NOT,IMPLICIT,NOT,NOT,NOT,INDIVIDUAL
1266240831976960000,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
841270903040282624,EXPLICIT,EXPLICIT,INDIVIDUAL,ABUSIVE,,,,,,,,
666748779874357249,IMPLICIT,IMPLICIT,INDIVIDUAL,ABUSIVE,,,,,,,,
1266244137101045760,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1266297754625519618,NOT,EXPLICIT,GROUP,OFFENSIVE,NOT,NOT,EXPLICIT,IMPLICIT,NOT,NOT,GROUP,GROUP
1266217632639922176,NOT,EXPLICIT,OTHER,OFFENSIVE,EXPLICIT,EXPLICIT,EXPLICIT,EXPLICIT,OTHER,OTHER,OTHER,OTHER
1267502255860846592,IMPLICIT,IMPLICIT,GROUP,ABUSIVE,,,,,,,,
1268216665113792512,IMPLICIT,IMPLICIT,INDIVIDUAL,ABUSIVE,,,,,,,,
1002606411774296070,NOT,IMPLICIT,OTHER,OFFENSIVE,IMPLICIT,NOT,NOT,IMPLICIT,OTHER,NOT,NOT,OTHER
665871281150103552,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1266295263338967041,NOT,IMPLICIT,OTHER,OFFENSIVE,IMPLICIT,IMPLICIT,IMPLICIT,IMPLICIT,INDIVIDUAL,GROUP,OTHER,OTHER
1266301670981419008,IMPLICIT,IMPLICIT,INDIVIDUAL,ABUSIVE,IMPLICIT,NOT,IMPLICIT,IMPLICIT,INDIVIDUAL,NOT,INDIVIDUAL,INDIVIDUAL
1002598065243648000,EXPLICIT,EXPLICIT,INDIVIDUAL,ABUSIVE,,,,,,,,
1267461407089610754,EXPLICIT,EXPLICIT,OTHER,ABUSIVE,,,,,,,,
1269653061586366469,EXPLICIT,EXPLICIT,OTHER,ABUSIVE,,,,,,,,
1002599318874927104,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1266151013783724032,NOT,NOT,,NOT,EXPLICIT,NOT,EXPLICIT,NOT,NOT,NOT,NOT,NOT
1266329291534618624,IMPLICIT,IMPLICIT,GROUP,ABUSIVE,,,,,,,,
1267477165383311360,NOT,EXPLICIT,GROUP,OFFENSIVE,EXPLICIT,EXPLICIT,EXPLICIT,EXPLICIT,GROUP,GROUP,GROUP,GROUP
1266130658449121281,NOT,EXPLICIT,OTHER,OFFENSIVE,EXPLICIT,NOT,EXPLICIT,EXPLICIT,OTHER,NOT,OTHER,OTHER
1267141679540310024,EXPLICIT,EXPLICIT,GROUP,ABUSIVE,,,,,,,,
838944171008360448,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1266449568922771457,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1266714353035890688,NOT,IMPLICIT,GROUP,OFFENSIVE,IMPLICIT,NOT,IMPLICIT,IMPLICIT,INDIVIDUAL,NOT,GROUP,NOT
1002604455903166464,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1266327031547072513,IMPLICIT,IMPLICIT,GROUP,ABUSIVE,,,,,,,,
1266265994600697856,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
839010275156246528,NOT,IMPLICIT,INDIVIDUAL,OFFENSIVE,NOT,IMPLICIT,NOT,IMPLICIT,NOT,INDIVIDUAL,NOT,INDIVIDUAL
1002607810759286784,NOT,IMPLICIT,OTHER,OFFENSIVE,NOT,NOT,IMPLICIT,IMPLICIT,NOT,NOT,OTHER,OTHER
1266143242489397248,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1266196580417363969,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1268411230915645440,IMPLICIT,IMPLICIT,GROUP,ABUSIVE,,,,,,,,
1266147810086465536,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1002609627916365824,NOT,NOT,,NOT,NOT,NOT,IMPLICIT,NOT,NOT,NOT,INDIVIDUAL,NOT
1002608007585390592,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1002597598375612424,NOT,NOT,,NOT,IMPLICIT,NOT,NOT,NOT,GROUP,NOT,NOT,NOT
1266345073953902592,NOT,NOT,,NOT,NOT,NOT,NOT,IMPLICIT,NOT,NOT,NOT,INDIVIDUAL
1266301837814034433,NOT,IMPLICIT,INDIVIDUAL,OFFENSIVE,IMPLICIT,NOT,IMPLICIT,IMPLICIT,INDIVIDUAL,NOT,INDIVIDUAL,INDIVIDUAL
1123488548777287680,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1123491963339198464,NOT,EXPLICIT,GROUP,OFFENSIVE,IMPLICIT,IMPLICIT,NOT,EXPLICIT,OTHER,GROUP,NOT,GROUP
1267266751605231616,EXPLICIT,EXPLICIT,INDIVIDUAL,ABUSIVE,,,,,,,,
1123484106111766530,NOT,NOT,,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT,NOT
1266839966572822530,NOT,NOT,,NOT,NOT,NOT,NOT,IMPLICIT,NOT,NOT,NOT,INDIVIDUAL
1002605705331867648,EXPLICIT,EXPLICIT,INDIVIDUAL,ABUSIVE,,,,,,,,
1123494876455284736,EXPLICIT,EXPLICIT,OTHER,ABUSIVE,,,,,,,,
