id	text	user	offensive	abusive	target	source	user.description
1168079679120695296	@fgeerdink @DeBalie Waar zijn de bewijzen hiervoor dan? Je bent niks meer dan een Linkse trol. Ga maar weer terug naar je wereld van framen, safe spaces en iedereen is tegen mij omdat ik een vrouw ben.	Resistance_NLD	NOT	NOT		201909_full	"RotterdammerT - SurinamerT - 
Sarcastisch - A.D.D. - Facts Dont Care About Feelings - Anti Socialisme"
1002597398244446208	Is het straks verboden Israëlische soldaten te filmen? Nu @NPORadio1 met @DerkWalters	bbvpro	NOT	NOT		201806_full	Het @vpro-programma met uitsluitend nieuws, reportages en verdieping uit het buitenland. Van maandag tot en met vrijdag om 19.00-19.30u op @nporadio1
1002602522752770048	@g900ap Ik moest voor moderne geschiedenis Mein Kampf lezen en de pagina socialisme komt hier op neer. https://t.co/sZ2jvGwJVh	Buldmaster	NOT	NOT		201806_full	"Student/History/UvA/Eastern Europe/minor Russia in 2019/

jhbbouwmeester@gmail.com"
1266333105939517440	@NonaVanBraeckel is een slet RT @MStoutekelly: juicy kleinsletje123 (39) #Utrecht Ik ben jouw stoutste #droom die in al jouw #fantasieen voorkomt en waar ik me g… https://t.co/pofpnOTkqj	Sltjesznoveral	NOT	NOT		author	
848286518036893696	@Koolwitje1978 Okay dus wat hebben we nu aan ?	MieZzh	NOT	NOT		201704_full	Lekker belangrijk! #Domstad
1268643328343642114	@NonaVanBraeckel is een slet RT @NonaVanBraekel: RT @Sltjesznoveral: @NonaVanBraeckel is een slet RT @MStoutekelly: sexxy babette (33) #Breda Ik ben een vrolijke onschuldige #school #slet…	Sltjesznoveral	NOT	NOT		author	
1168075222794285058	"Maar allemaal doorlopen mensen, niets aan de hand in de BV Nederland. 1 geluk het is niet meer te stoppen en ook in de ""witte"" dorpen zal men uiteindelijk wakker worden. En dan niet roepen. Ja maar dat... want iedereen die waarschuwde was gek... Wie zijn hier eigenlijk de gekken?"	itisme_Patty	NOT	NOT		201909_full	
848279449753853952	@Jacques_verl @KarelBrits Als wagen geparkeerd zou staan aan Vrijdagmarkt, zou ik die daar mooi laten staan om naar St-Michiels te gaan. Met of zonder circulatieplan.	Guy_VO	NOT	NOT		201704_full	Leve Twitter, ode aan de waan(zin) van de dag!
1267141679540310024	@MinPres goed voorbeeld doet volgen. Elke extremistische club verbieden. Ook deze links extremisten! @VVD @cdavandaag @PvdA @groenlinks @D66 @fvdemocratie iedereen die met deze foute gewelddadige groep wil samenwerken moet zich diep schamen!	rense_1	OFFENSIVE	EXPLICIT	GROUP	author	
1123486870082596864	Prachtig, stem PVV of FvD aankomende EU verkiezingen.	petervermeule18	NOT	NOT		201905_full	Dutch atheist male and angry
1168073130130235392	"@marsany_1211 @Madelief1989 @ThomasRutger @PatrickHaverla1 Jouw opmerking mag wel wat respectvoller!
Dit filpmje benadrukt juist het gevaar van de racesport en hoeft niet onder stoelen of banken te worden geschoven. Deze beelden laten de toedracht van de 2e botsing zien en geen persoonlijke beelden vd slachtoffers oid."	J4yS0n_B34r	NOT	NOT		201909_full	
1168073039428251648	#Sneek Wit Zwart heeft een kwartier nodig https://t.co/8reDbr096w	SneekNL	NOT	NOT		201909_full	Plaats hier zelf een advertentie: SMS Tweet SneekNL bericht naar 3010 (110ct)
1002605571684687882	"@EenVandaag @hugodejonge @MinVWS Neem toch aan dat het besluit om dividendbelasting af te schaffen wordt terug gedraaid, nu iedereen de memo's kent, waaronder de @MinPres.
Dat geld kan goed aan de Wmo besteed worden."	JanWwillem	NOT	NOT		201806_full	Geïnteresseerd in geopolitiek; niet per se tegen de EU, maar wel zeer kritisch. Motto: het leven is één groot feest, maar je moet wel zelf de slingers ophangen.
848289783902330881	Schot van een gezonde en witte melk gelost door mijn lul https://t.co/Msz1yGY84U	ThomasonHarlan	NOT	NOT		201704_full	
1063836622398066689	@xyentldirksen @yyeIhsa Het moet elke dag bespreekbaar gemaakt worden totdat er eindelijk verandering is, er is geen dag waar je niet mag demonstreren tegen racisme.	ftmaleficent	NOT	NOT		author	
1267266769158377479	@D66 Rob Jetten jij Robot Homo. Jij begrijpt nog steeds niet dat je vriendin Ollogren weer onze vrijheid afpakt door het afschaffen van het Referendum. En ze kan geen eens de huur verhoging stoppen ik kan die makkelijk radicaal stoppen als ik in politiek zit het liefst zonder geld XD	seamyer	OFFENSIVE	EXPLICIT	INDIVIDUAL	author	Quantum Autist Online
666978284274638849	@piep_kuiken @HelenaJacobs We hebben niets met de islam (dan alleen maar last), Net zo min als de moslims wat met anders gelovige hebben.	wvduijn	OFFENSIVE	IMPLICIT	GROUP	author	
848097127251267584	"#
Engels sportteam rijdt links, crasht
 
https://t.co/c2eMXSCTWc
 #nieuws #nieuwsvannu"	nieuws_van_nu	NOT	NOT		201704_full	HET #NIEUWS VAN #NU #serieus, #opmerkelijk, #grappig en #confronterend! van #regionaal #nieuws tot #wereld #nieuws #hetnieuwsvannu
1266354807746461698	@yrealj @robert_bor @thierrybaudet Gehoord hoeveel gewonden en dodelijke slachtoffers daar waren? Nee hé, was niet op de Nederlandse Propaganda Omroepen. Dus bestond het niet. Wat denk je, dat zoiets hier onmogelijk is met Rutte aan het roer? https://t.co/sJeeukbYd1	zeg_maar_Niks	NOT	NOT		author	Slayer Metallica AC⚡️DC Sepultura Deep Purple KISS The Police Pink Floyd Punk HardHouse Hardcore Hardtrance
1266500390276796416	@alexnijenhuis @Soulvability1 @robert_bor Ik heb er zelf geen gehad. Maar ken mensen die om een tweet waar gewoon de waarheid in geventileerd werd, een ban kregen. Maar dit wordt een welles nietes. 🤔	zeg_maar_Niks	NOT	NOT		author	Slayer Metallica AC⚡️DC Sepultura Deep Purple KISS The Police Pink Floyd Punk HardHouse Hardcore Hardtrance
848093606300704768	#nieuwstwitter Feyenoord bereidt zich voor: ‘Als het niet lukt, wordt Bosz behoorlijk pissig’ https://t.co/NGXkCziBJd #voetbal	Nijmegen_BN	NOT	NOT		201704_full	Het lokale nieuws voor bij de borrel!
1168082574574608384	Zo zij het dan. Dan doen ze iets toch niet goed als ze het zo zien MarXist @MinPres Rutte @VVD @cdavandaag @D66 @christenunie @SGPnieuws @SPnl @PvdA @DenkNL @groenlinks @Koninklijkhuis @vonderleyen Ook blank en hetero 😁	Peter1960Rkrs	NOT	NOT		201909_full	Heb alles wat leeft lief~Getrouwd (188 maanden)/mantelzorger~Legt (veel) zoutzuur op slakken~Kralingse Veer/RotjeKnor
1123489860818489346	Duurzaam en succesvol ondernemen – echt een aanrader. Ik heb nog vier tips: https://t.co/IrpXArCg9d	_Zero_e_	NOT	NOT		201905_full	Expert groener, schoner en slimmer rijden | Groene mobiliteit en draagvlak adviseur | Spreker | https://www.zero-e.nl/gratis/aan-de-stekker/ | SlimLeasenPodcast
1002608699058384896	@ggdzhz moet je de zusters in de pauze zien roken achter het zieken huis	Advandijl2	NOT	NOT		201806_full	
1168073926100078592	@Marielle_typt Dezelfde trollen fabrieken laten een deel van de trollen voor, en een ander deel van de trollen tegen een bepaald onderwerp schreeuwen. Zo ontstaat er een fake gevecht dat inderdaad het vuurtje opsteekt/erger maakt.	MichelSchep	NOT	NOT		201909_full	Huisnerd | .NET Developer | Clean Coders Guild | Vitas | The only way to go fast is to go well
1123488294203985921	@JPeterBurger is Nieuwscheckers kapot? Ik krijg het onderstaande. Andere sites werken prima. https://t.co/e5DQiQ6Pav	klimatheist	NOT	NOT		201905_full	Doe maar boreaal, dan doe je al gek genoeg. Houdt van mooie zinnen waar linkse mensen boos van worden.
1002601781686362114	RT Annettedolle: Voor de Aagjes onder u. #nooitafinhetonderwijs nieuwsbrief: Flow of Deadlines?  - https://t.co/kP81I7wwlE	passchiermilan	NOT	NOT		201806_full	"Online marketeer and developer with passion for entrepreneurship.

Co-organizer TEDxYouth@Amersfoort and Tech Tuesday"
848280165373313024	@palpeet @JaspervN @dezusvangijs @StijnWenders @beerachtig O, allemachtig, Twitter staat toch vól met deze grap? (Of is het een meta-grap?)	VincentSchmitz	NOT	NOT		201704_full	bureauredacteur @querido_nl | vader | film | snooker | The Catcher in the Rye-verzamelaar | verliefd op Londen | dagelijks rond 20.30 #filmgifquiz
1266196363651551234	@EWdeVlieger @PieterHeerma @ZihniOzdil Open deur Erik. Helaas is dit voor dergelijke regenten een nouveauté. Wilde ze voorheen Ned een dienstenland maken en kon met industrie missen als kiespijn komen ze er nu pas achter dat je niet alles moet uitbesteden. Verstand vna bestuurders is helaas beperkt.	Brabant93800777	OFFENSIVE	IMPLICIT	GROUP	author	Mizaru, Kikazaru, Iwazaru - Audi, vide, tace & twitter. Need no followers.
1267556366744522752	@op1npo Wat een kut partij met dito mensen! @groenlinks past bij Halsema. Zoals haar kinderen ook beter op een blanke school pasten... Geen afscheid mogen nemen van dierbaren is hartverscheurend. Gelijkheid is gelijkheid voor iedereen! Wat een verschrikkelijke pijnlijke afgang! Bah	rense_1	OFFENSIVE	EXPLICIT	GROUP	2020-05-29_2020-06-08_blacklivesmatter.out	
1168073951244947457	1 september. En al meteen een vrije dag. Het gaat echt bergaf met het onderwijs.	VermeylenS	NOT	NOT		201909_full	advocaat, onder 1 dak met 3 vrouwen, onafhankelijk en partijdig, tennisser, wandelaar, Veronesi, Murakami, Haruf, Nick Cave, Billy Joel, moet just niks
1002599752347906049	Whoa surprise! Blij dat er iig weer opvolging is en de productlijn niet verloren gaat. En wel tof dat straks weer de juiste naam op mn apparaten staat 🤙🏻 https://t.co/LgR19rOFYB	HermanDeVriesNL	NOT	NOT		201806_full	Promovendus in het modelleren van veerkracht mbv wearables & apps bij @hanze, @tno_nieuws en @researchumcg
1002610449102319617	"""PROBEER NOG MEER TE KOPEN"" - mijn zusje toen ze hoorde dat ik tickets had 😂😂😂 #BTSAMSTERDAM https://t.co/c0NedfNGyc"	xh9971	NOT	NOT		201806_full	🐉
1123489364238045185	blij dat ik al die ' ik ben zoveel beter dan jou omdat.. ' mensen uit me leven gepleurd heb	MissNovaStarNL	NOT	NOT		201905_full	"#Nsfw #sexworker #contentcreator
https://t.co/d3ie6Nl04U
🔞websites see pinned tweet🔞
⬇️💰donations ➡️ email via➡️
paypal, circlepay, amazonGC💰⬇️"
1168077055893889024	#Wethouders blij met banen bij #fastfood restaurants. Kost minder uitkeringen. De #kosten van #overgewicht komen terecht bij het rijk in de vorm van gezondheidsproblemen.	AntoineFrance	NOT	NOT		201909_full	Tien jaar gewoond in Frankrijk. Vijftien jaar gewoond op een boot. Zwervend door Europa. Net verhuisd naar de prachtige Maasduinen. Weer nieuwe mooie toekomst.
1268938768725278734	@ljbsip @tpooknl @Hannesz1956 Ik zeg het is geen Hero maar een stuk tuig met 10 veroordelingen een pistool op een zwangere vrouw d r buik gezet een donkere vrouw anders kom je weer met een domme opmerking dan ben je tuig en geen HERO	aad06040246	OFFENSIVE	EXPLICIT	INDIVIDUAL	author	
1266745389102891009	@zorryh1968 Volstrekte dwaasheid inderdaad. Zoals al die achterlijke maatregelen en de manier waarop gemeenten die interpreteren. Gaat helemaal nergens over. Ze zijn te stom om zelfstandig na te denken en die dwaasheid af te schaffen.	FREEKBlokzijl	OFFENSIVE	EXPLICIT	OTHER	author	
848283493054521345	@Hatanyaka hij zit in een groep named B2Takes! op yt staan wat videos van ze, opt kanaal B2wonderland kun je hem ook zien bowlen ww	AkabaneFutami	NOT	NOT		201704_full	Pooh/Yu || he/they || ENG Ichu wiki admin || FutamiP/AoiP & Peluche Quartetto's guardian || Listo for full bio!♪
1123496155625730048	"@SaskiaVeldhuis Ik heb de badkamer een grote beurt gegeven, het toilet gepoetst, het bed verschoond en zit nu te wachten op een mannetje om mn stukke kraan te repareren. PLEASE stuur er eentje die het aankijken waard is?

Ja, koffie nodig ja...."	Irja1972	NOT	NOT		201905_full	Gewoon Claudia
1123496289344401409	@ockhams Ze is religieus geïnspireerd, ze wordt straks door de paus heilig verklaard. Wait and see	plarmuseau	NOT	NOT		201905_full	"ecomodernist ☢️🤖☀️ python 🐍
1⃣geloven is voor de domme, begrijpen voor de slimme
2⃣vraag het aan een IR ipv klimaatexpert dan ben je zeker"
848286848749363201	@ongerijmd @roloog Hier geen problemen (OSX)	pgteekens	NOT	NOT		201704_full	Kleurenblinde fagottist en neerlandicus houdt van taal en Franse auto's - copywriter en (eind)redacteur
1168071582255763458	Je kan ook stellen dat iedereen die kindergeld krijgt eigenlijk in de zakken zit van mensen zonder kinderen...	NReygel	NOT	NOT		201909_full	
1267843320266534915	@weijers3 @VictorReinier niemand wil die viezerik in zn land!	maxmania5968	OFFENSIVE	EXPLICIT	INDIVIDUAL	author	
1002607671047065600	@KarelBrits Die werken samen, die ene stop is niet zwaar genoeg 😜	InterLineas	NOT	NOT		201806_full	Eigenwijze dwarsligger. Niet altijd even zoet. 🇮🇹temperament. Vloekt als een dokwerker. Multipotentialist. #ENFP . Student Orthopedagogie.
1002599406439424000	Het topstuk volgens curator Katlijne Van der Stighelen: Agnes en Dorothea #michaelinawautier #michaelina #barok #barokjaar #vlaamsemeesters #cultuur #antwerpen @MASAntwerpen https://t.co/GVoDEys7GT	ceciliacoppens	NOT	NOT		201806_full	Culturele veelvraat - stafmedewerker Cultuurreizen bij @davidsfonds - cultuureducator @Hogeschoolpxl - presentatrice & moderator
840818868297830400	Staat het Malieveld al vol met poezenmutsen die SORRY zeggen? Niet #trump maar #erdogan is Hitler! Jullie hadden gelijk! #turkije #pvv	Troight_heach	OFFENSIVE	EXPLICIT	INDIVIDUAL	2017-03-07_2017-03-17_dutchparliamentelections.out	
1168079051707297792	Dodelijke ziekte in 1830.. de pest volgens hedendaagse moralisten	ebcrew00	NOT	NOT		201909_full	⭐  Serenity - Dialogue - Common Sense  ⭐ Life is beautiful ✈🚢🌴🌍
1123488405223104514	Goed nieuws!	fijnwonen	NOT	NOT		201905_full	#fijnwonen
1123496763841810432	"Nationale Molendag 2019: Ontmoet de molenaar!
In Limburg leuke activiteiten voor jong en oud in en rond zo’n 4... https://t.co/JyF2zLW6Ar"	TZjwaemke	NOT	NOT		201905_full	"Wij hebben een sterke
band met uw klanten
• Weekbladen • Website • Sjnabbeltjes • Verspreiding • Digitaal Platform"
1266308298472656896	Hier vind je alle Nederlandse instanties die Bill Gates financiert! https://t.co/pWgJDQ6H8p	DeRedacteur_	NOT	NOT		author	Fuck Censuur! Mijn Bitchute: https://www.bitchute.com/channel/deredacteur_/
1123484842103066625	@apvermeulen @Hachy_1 @Tesla @Fastned Gaat druk worden bij @Shell Recharge!	EgbertDijkstra	NOT	NOT		201905_full	Managing Partner Deltiq Group | Business Analytics | Information Management | Big Data | Strategy Development | Apple | Tesla Model S | Jaguar E-Type | TM
1123493149027045376	Geen olie maar grote food hub op laatste lege grond van Europoort. https://t.co/3wnrSGdEl4 #FD #Industrie	jwvdenb	NOT	NOT		201905_full	Purpose: to implement circular business models. Belief: any organisation can adopt social enterprise principles. Private account, views my own, etc.
1002554090105253888	@NadineVos Wel spinnend!	hbergkotte	NOT	NOT		201806_full	
1267431856510775296	@makmikdenkt Nee, ik heb geen belangstelling, maar onder de sharia die gaat komen ben jij de eerste voor dagelijkse verkrachting. Je wilt het gewoon.	AalstV	OFFENSIVE	IMPLICIT	INDIVIDUAL	author	
1266480137815687169	@Mukremin1973 @SaIihkarabasan ok interessant en waar schrijft hij over	seus_ody	NOT	NOT		author	I have a dream that all people will be equal. ዓይናችንን ወደ ህመም ሁሉ እንዝጋ እና እና እና ፡፡ ፡፡ . . . . እነሱ የሚያዩ አስፈሪ ምስሎች ናቸው ግን ግን ግን ግን ያደርጋቸዋል ያደርጋቸዋል ያደርጋቸዋል
841009893003919361	@antikfilozof @geertwilderspvv graag in het nederlands kut turk	RenevanHaarlem1	OFFENSIVE	EXPLICIT	INDIVIDUAL	author	
1002606723893428224	Slachtoffer van chroom-6 in Tilburg staat sterker door onderzoek naar giftige stof in verf https://t.co/H5X6W4jIXa #Tilburg	013actueel	NOT	NOT		201806_full	Het laatste #nieuws, #aanbiedingen, #acties en #evenementen in en om #Tilburg! #013 #actueel #wetenschap #weer #cultuur #politie #gemeente #lol #win
1267547939276296195	@NOS Jullie zijn al net zo incompetent als de burgemeester van Amsterdam. Ga gvd je werk doen ipv je eigen politiek agenda verkopen! Lamzakken!	rense_1	OFFENSIVE	EXPLICIT	INDIVIDUAL	author	
1266681798647562240	@mdc_martinus @mboudry @JorisMonis @LizeRaes @jdceulaer Kan iemand mij uitleggen hoe het mogelijk is dat je naar een WZC gaat als je besmet bent? Wordt er nog steeds niemand getest voor ze daar naar binnen gaan?	MartineGoossen4	NOT	NOT		author	
848095648545210368	"""Lege flessen? Lever ze in!"" De hele maand april kan je je statiegeld doneren aan UNICEF bij de filialen van Jumbo in Zwolle."	lanelleleetom91	NOT	NOT		201704_full	Who am I?... Think hats for yu to choose and me to prov
848084728431476736	"@Prachtnegerin Mogge ,mensen weten niet waar ze t over hebben zeggen ze zo !
Ik ga geloof ik een boek schrijven ! 
😁😁😁😁"	vbemmelj	NOT	NOT		201704_full	"PVV ras ,list is block
Official bird breeder
Christian,Nature lover 
Father of a son .
Chr addiction worker
Against EU , Nexit
I am The chef in The kitchen"
1267731030741524480	@jangajentaan Halsema is hypocriet en heeft schijt aan alles buiten haar eigen linkse agenda. Halsema heeft schijt aan de 1 1/2 meter corona maatregelen, aan alle ondernemers, aan de zorg en aan de ouderen. Dit valt niet uit te leggen, Halsema zaait tweespalt in de samenleving, zo dom.	MackAttackXRP	OFFENSIVE	EXPLICIT	INDIVIDUAL	2020-05-29_2020-06-08_blacklivesmatter.out	
1168079013996351488	@chrisklomp @mickvanwely @KPiekla De Telegraaf is duidelijk bezig met een oorlog tegen Halsema, niet door gedegen journalistiek werk, maar via haar kind. #zumkotsen #howlowcanyougo #foutekrant	MarijeH1	NOT	NOT		201909_full	Links deugmens. Blij met Nederland, bezorgd over populisme.
1062650644601991168	Deze mag nooit verloren gaan https://t.co/lg1XV9YHW9	ll_hajar	NOT	NOT		author	
848292651069829121	"RT @NUnl: Ruim 1440 damherten gedood in Amsterdams duingebied: https://t.co/cD2BCTGju5  ..... 
Consequenties volgen 👿"	RichJayco69	NOT	NOT		201704_full	Nickname 👿 living with two rebels                             is it a game or is it real...
1123490172404998150	@danroodt En hulle is tog so erg mode bewus. Pronk in duur handelsmerk klere en skoene Europese klere/mode. 🤷🏼‍♀️	PuthElmarie	NOT	NOT		201905_full	
1123484355240894464	Inspecteur mag bewijsstukken kosten verbouwing jaren na dato nog opvragen https://t.co/U9i06EbNEN https://t.co/sXLwEbCJcG	ZMGroep	NOT	NOT		201905_full	ZMGroep bestaat uit Zwart Mul Accountants en adviseurs, Peopleprofs Personele zaken en Coralis Ondernemende consultants. Specifiek voor MKB ondernemers.
1168085595643613184	Hoop dat Knoops te weten en met bewijzen komt dat de hele top van de VVD @markrutte @dijkhoff  enz met medeweten  hieraan heeft deelgenomen juridisch zijn ze dan net zo schuldig aan dit feit schuldig aan ondermijnen democratie , smaad en laster is strafbaar 🧐	tellmet37986227	NOT	NOT		201909_full	
1002610493763153920	Geld uit de zak! Fabrikanten sjoemelen met onderdelenprijzen https://t.co/iP6dlu8CPj Video's kijken? https://t.co/qjuPTd9UM6 https://t.co/9R8H0xNuff	auto24x7_NL	NOT	NOT		201806_full	
1123490206282330125	@JimmyDriessen @Vak410Noord @bart_sanders @arcinho @ajaxmuseumNL @Ajaxshowtimecom Je kunt het in ieder geval bestellen :)	youriu	NOT	NOT		201905_full	Nouri | 34 | #staystrongappie | Father | #Wintersport | Ex- @partyanimalsnl | #PS4 | Nunspeet | Ajax Amsterdam | Samsung Galaxy S9 | #FIFA19 | #FUT | Fitness |
848291806794186752	4 woorden, 2 mensen, 1 gevoel: ik hou van je. ♥	OhiSpeakLove	NOT	NOT		201704_full	|| Dagelijkse Lovetweets&Liefdesfotos in je TimeLine!|| Wil jij Goedkoop adverteren? ga dan naar: http://wwwww.nl
1266133125610045440	@Elandenporno OoH iK bEn JeNtL En Ik GeBrUiK fAkE aCcOuNtS oM iRrItAnT tE zIjN tEgEn MeNsEn DiE iK kEn InCoGnItO	Nealvbe	OFFENSIVE	IMPLICIT	INDIVIDUAL	2020-05-29_2020-06-08_blacklivesmatter.out	90% shitposting, 10% filosofie & poëzie
848287611638644737	@Junkie_XL Gefeliciteerd, het is nu precies 8 jaar geleden dat je met Twitter bent begonnen. https://t.co/wKJ6hbqoLC	nl_twop_1000	NOT	NOT		201704_full	Wij vinden Twitter nog steeds leuk en kunnen je helpen met vrijwel al je Twitter wensen. Wij blocken veel eieren!
1002604565462749184	@Piterr Nope, nog wel even overwogen, maar helaas niet. Vier jaar geleden was ik het hele WK vrij, nu gewoon bijna dagelijks werken.	MinneG	NOT	NOT		201806_full	Journalist - Schrijft o.a. voor @ADdeDordtenaar, @ADSportwereld, @Soccervision1 & @Staantribune - Komt graag in Engeland en Spanje - RCD - Evertonian
840682456835641344	#Rotterdam ik zie hele jonge kinderen met #Turkse vlag zwaaien ..zo worden ze opgevoed .!!!	nokidding316	OFFENSIVE	IMPLICIT	GROUP	2017-03-07_2017-03-17_dutchparliamentelections.out	
848285423457759233	Wauw, wat een fantastische groep Yinners heb ik samen met Emrik Suichies les mogen geven de afgelopen 3 dagen in... https://t.co/M5z5zZdxsn	SanaYouYOGA	NOT	NOT		201704_full	Owner SanaYou Yoga | Teacher Critical Alignment Yoga & Yin Yoga | International Yogaretreats | Projectmanager at STUNNED | Epicurean | http://www.sanayou.com
848285842762330112	Oja morgen ga ik weer video's opnemen en bewerken	KeesJWZ	NOT	NOT		201704_full	1550+ subs I follow van @dylanpeys op 01-01-2017 I Fan van @dylanpeys I ik hou van youtube video's maken
1063406675158335490	@VALENTiNE_1_ kratje spa per dag en ik was goed gespierd en nu drink ik bier en ben ik 40 kilo zwaarder. heb ook 3 jaar voor melkvee gezorgd op een boerderij in dirksland mooi waanzinnig werk groet ton	AntonCombe	NOT	NOT		author	
1002603070725984256	"FOX Sports Vandaag: Spektakel op Roland Garros, Bert van Marwijk oefent met Australië tegen Tsjechië, Brama terug in Enschede en vrouwen Ajax en PSV werken toe naar bekerfinale.

⏰ 19.30 uur
📺 FOX Sports 1"	FOXSportsnl	NOT	NOT		201806_full	Voor het laatste sportnieuws, prijsvragen en exclusieve video's. Instagram: https://instagram.com/foxsportsnl/ Klantenservice: @FOXSportsNL_cc
1168079594240520192	Begrijp, dat Overmars al een bod van 2 miljoen uitgrbracht heeft.      Italianen beoordelen basisdebuut De Ligt met dikke onvoldoende https://t.co/sbjG2zlw2c	john_huizing	NOT	NOT		201909_full	Ik val aan, volg mij!
1267529513904345088	Ajax supporters zonder aanleiding met een waterkanon te lijf gaan en in tijde van een wereldwijde pandemie, die we gezamenlijk onder controle moeten houden 5000 man op de Dam toestaan. #Halsema #Ajax #Amsterdam #BlackLivesMatterNL #anderhalvemeter	ajaxmuseumNL	OFFENSIVE	IMPLICIT	GROUP	2020-05-29_2020-06-08_blacklivesmatter.out	
848281189253345282	@destandaard En nu wachten maar op iemand die écht boeken kan schrijven.	LaetMarc	NOT	NOT		201704_full	
1123495158497140736	ik was gister the blacklist aan het kijken, ze spraken ineens nederlands, ik vond dat best bijzonder😂	Just_Patrickk	NOT	NOT		201905_full	Een blind joch dat soms video's maakt // https://discord.gg/tF3zcwb
1002564088243937281	Complete Sexfilms | Gratis complete sexfilms kijken! https://t.co/jii9VU5GBt	Saradating2	NOT	NOT		201806_full	
1266473468134068226	Kutslam🤪	bozerneger	OFFENSIVE	EXPLICIT	OTHER	author	
1266286951813931012	Geen terroristenvereerder in het nieuwe kabinet https://t.co/q2BdXPJfKU via @Likoednl	RobertVall3	NOT	NOT		author	Rechtsdragend #NEXIT #OngehoordNederland Waanzin Kabinet doodmoe van de Corona en alles wat links is ! Stem al zo lang ik stemmen mag PVV PRO TRUMP!
1002605067609034752	Natuurlijk!! De politie heeft het weer gedaan!! Doe gewoon normaal, dan gebeurd zoiets niet!!! En het is weer een klein stukje uit een langer filmpje....ik zeg; politie #Goodjob  https://t.co/WWbPJPZMGe	fortuin_gerrit	NOT	NOT		201806_full	Berlin Cityguide
839813235498971136	@PiraatRene @Nokterian Precies. Onderzoeken of er twee benaderingen naast elkaar kunnen bestaan. #auteursrecht	MarionAltena	NOT	NOT		author	
848289691954802689	@sassenvanelsloo @_marcklaver @Marktplaats Heerlijke motor .. heerlijk geluid. Tijdje met een Brera rondgekoetst, ook geen federgewicht maar kwam prima van de plaats.	Massarroni	NOT	NOT		201704_full	EX-Corporate | Left the city and never looked back | #Petrolhead Rebuilding a 1972 #LandRover Series 3 | Passionate #Dogowner | User-unfriendly | Anglophile |
1123482512767037442	Inspecteur mag bewijsstukken kosten verbouwing jaren na dato nog opvragen https://t.co/A1BTeVWwPo https://t.co/h9L1i7fqTe	AntonvG	NOT	NOT		201905_full	A-GAVE ACCOUNTANTS
1123484568038838273	@pblq_im_18 Bewolkt, geleidelijk meer opklaringen. Donderdag een enkele bui 34 May 1, 2019 at 09:09AM	Pipo01519059	NOT	NOT		201905_full	
842017150193815554	@diekale267 Meestal! Nu ging er me een gescheld over en weer, joh. Was best grappig.	kayotickitchen	NOT	NOT		author	
1123495660047806465	Protest Gooise apothekers: 'Schreeuwen, dreigen en slaan zijn dagelijkse dingen' https://t.co/Yo11l6Men5	trendrNL	NOT	NOT		201905_full	De populairste links van Nederland!
1123487006284288000	Inspecteur mag bewijsstukken kosten verbouwing jaren na dato nog opvragen https://t.co/OrrrS4afgG https://t.co/tkQq4KROJm	AccountantsHoff	NOT	NOT		201905_full	Accountantskantoor voor het MKB, bij ons bent u aan het juiste adres voor: accountancy, administraties, fiscale zaken en bedrijfsadviezen.
1002603772403699712	"(((.WVC ondanks al het gedoe toch naar de nacompetitie toe.)))

Oude Wetering – Het was uiteindelijk dan toch gelukt om de laatste wedstrijd van het seizoen thuis tegen Purmerland af te werken. Gedoe, gedoe en... https://t.co/eNB3P9niJO"	Kaag_Braassem	NOT	NOT		201806_full	#Bilderdam #Hoogmade #Kaag #Leimuiden #NieuweWetering #OudAde #OudeWetering #Rijnsaterwoude #Rijpwetering #Roelofarendsveen #Woubrugge. @Marko2377
848286188284907520	Ik vind een @YouTube-video leuk: https://t.co/oXoUINcEoS Doublelift- BOTLANE WITH BIOFROST #2	SonnyHe12	NOT	NOT		201704_full	
1266245009910624261	Het is allemaal fake?	DeRedacteur_	NOT	NOT		author	Fuck Censuur! Mijn Bitchute: https://www.bitchute.com/channel/deredacteur_/
1267277812999827457	@NOS Rob Jetten jij Robot Homo. Jij begrijpt nog steeds niet dat je vriendin Ollogren weer onze vrijheid afpakt door het afschaffen van het Referendum. En ze kan geen eens de huur verhoging stoppen ik kan die makkelijk radicaal stoppen als ik in politiek zit het liefst zonder geld XD	seamyer	OFFENSIVE	EXPLICIT	INDIVIDUAL	author	Quantum Autist Online
1062743527413682177	@Pletnum K weet orecies welk onderzoek kleine viezerik hahahaha	aranxerini	NOT	NOT		author	
1002601981733752837	Arie Dijkstra van de #Rijksuniversiteit #Groningen snapt het ook niet helemaal. Vast zat #rokers die wel gemotiveerd zijn maar niet kunnen. Nicotine net als cocaine en heroine verslavend. Maar voor nicotine  niet geen afkickklinieken.  https://t.co/pV4PfRJ7Bo (via @NUnl)	eksutz	NOT	NOT		201806_full	
848292732883714048	@JainyFreak @driejs @DeTamboer Ik zou niet dúrven! Fijn dat het zo leuk was!!!! X	MissMontreal	NOT	NOT		201704_full	8 Ball Music / missmontreal.nl / coach Voice of Holland / bierpop.nl / lieve s-s-sanne
